indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Population Growth (Annual %),SP.POP.GROW,Singapore,SGP,0.017324223,0.026973558,0.009126399,-0.014745328,0.012519167,0.023551129,0.031293892,0.041662864,0.053215178,0.031594991,0.017718329,0.028492457,0.024533933,0.016193899,0.012984418,0.011863769,0.01297437,0.008859547,0.00469743
Population Growth (Annual %),SP.POP.GROW,South Korea,KOR,0.008361886,0.007672418,0.005779573,0.005183215,0.003963314,0.002119978,0.005251999,0.005523433,0.007593167,0.005146828,0.004982258,0.007689718,0.005257137,0.004552186,0.006281499,0.005272885,0.003968518,0.002896818,0.004753344
Population Growth (Annual %),SP.POP.GROW,Thailand,THA,0.014442413,0.009274246,0.008351196,0.007476559,0.006876928,0.006454822,0.006457846,0.005599198,0.005258229,0.005354162,0.004896926,0.004863338,0.004692569,0.004538716,0.004384272,0.004215718,0.003735259,0.003452384,0.003154483
Population Growth (Annual %),SP.POP.GROW,United States,USA,0.01112769,0.009897414,0.009277975,0.008594817,0.00925484,0.009217132,0.009642539,0.009515524,0.009458653,0.008766513,0.008278464,0.007217689,0.00727269,0.006867732,0.007275177,0.007364118,0.007166694,0.006317893,0.005223374
Population Growth (Annual %),SP.POP.GROW,Vietnam,VNM,0.011434448,0.013589897,0.009763679,0.009366127,0.009259724,0.00922548,0.009318893,0.009433936,0.009598247,0.009794243,0.011219945,0.012234796,0.014247722,0.015346156,0.015347955,0.014396227,0.013228662,0.011779627,0.009927164
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Brunei Darussalam,BRN,0.493495735,0.494128581,0.493628472,0.492373987,0.498522844,0.489392297,0.488184252,0.486898464,0.48574132,0.484621752,0.483526917,0.482474656,0.481524924,0.487375611,0.481526684,0.479824735,0.479798286,0.484994334,0.48361853
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Cambodia,KHM,0.513998118,0.514151559,0.51437265,0.514593843,0.514781367,0.514666413,0.514441294,0.514682866,0.513619616,0.513194247,0.512859828,0.512633257,0.512494824,0.512448254,0.512337158,0.512258953,0.512168625,0.512754271,0.511979813
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,China,CHN,0.486895228,0.486823126,0.486726918,0.486616793,0.486538593,0.48646378,0.486387189,0.486228367,0.486165263,0.486125454,0.486112968,0.48613618,0.486177331,0.486248167,0.486335826,0.486434872,0.486543796,0.486663482,0.48679374
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,India,IND,0.482973849,0.479961897,0.479894164,0.479834448,0.479782864,0.479742898,0.479713764,0.47969524,0.479689584,0.479699487,0.479726176,0.479775618,0.479834484,0.479925381,0.479972699,0.484267583,0.481893252,0.481728596,0.482353964
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Indonesia,IDN,0.499541798,0.499311853,0.499417557,0.498734783,0.498392785,0.498217683,0.497621765,0.497224545,0.496878469,0.496484838,0.496264416,0.496159879,0.496155386,0.496216263,0.496294696,0.496357297,0.496395917,0.496425629,0.496438822
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Japan,JPN,0.058919972,0.059135456,0.059345412,0.059557624,0.059753531,0.059954883,0.511551174,0.513516855,0.515396862,0.517123247,0.518654114,0.51997357,0.511112449,0.511271589,0.511293973,0.51137495,0.511459869,0.511522459,0.511592591
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Lao PDR,LAO,0.052244526,0.052794854,0.053485463,0.054193385,0.054799172,0.055198225,0.055395158,0.055412829,0.055218364,0.054751879,0.054251581,0.053461724,0.051747917,0.054314126,0.499283484,0.498452344,0.497992677,0.497842944,0.497893649
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Malaysia,MYS,0.494769944,0.494718228,0.489579562,0.488876299,0.488176915,0.487437267,0.486659193,0.485841568,0.485975748,0.484523872,0.484184892,0.484139544,0.484243136,0.484526734,0.484851844,0.485144692,0.485387919,0.485597594,0.485785258
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Myanmar,MMR,0.515627477,0.515854158,0.515996245,0.516974682,0.516219887,0.516445277,0.516665457,0.516981245,0.517313223,0.517667971,0.517823929,0.517952991,0.518965339,0.518169644,0.518972399,0.518197963,0.518266738,0.518519294,0.518789687
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Philippines,PHL,0.496346338,0.496638147,0.496978478,0.497283584,0.49744765,0.497416776,0.49714519,0.496741565,0.496244227,0.495799491,0.495598462,0.495672852,0.495827834,0.496113827,0.496449424,0.496747169,0.496995721,0.497215657,0.497416574
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Singapore,SGP,0.487157696,0.488565297,0.498964925,0.493353114,0.494818787,0.494558948,0.492362897,0.488792658,0.484737577,0.481168458,0.478648924,0.477215957,0.476587536,0.476574632,0.47662757,0.476679334,0.476651175,0.476618778,0.476581255
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,South Korea,KOR,0.498263115,0.498273223,0.498269744,0.498268277,0.498291397,0.498349435,0.498452623,0.498591358,0.498741523,0.498871253,0.498954378,0.498984985,0.498972436,0.498939558,0.498916948,0.498928364,0.498979355,0.499628183,0.499168818
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Thailand,THA,0.05665822,0.056585686,0.057284448,0.057424779,0.057798248,0.05816927,0.058536686,0.058891269,0.059236765,0.059577498,0.059914975,0.512519775,0.515861317,0.519223385,0.511263196,0.511612319,0.511965199,0.512326332,0.512687462
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,United States,USA,0.057432687,0.057217883,0.057144626,0.056829866,0.05666993,0.056538213,0.056438965,0.056367847,0.056371124,0.056233481,0.056131895,0.055996338,0.055834493,0.055662963,0.055567347,0.055382212,0.055293128,0.055233823,0.055214654
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Vietnam,VNM,0.054814435,0.05483879,0.054862266,0.054853254,0.054774678,0.054591322,0.054353247,0.05392267,0.053491397,0.053789322,0.052699418,0.052391171,0.05213589,0.051919966,0.051723945,0.05152223,0.051323632,0.051134315,0.059649624
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Brunei Darussalam,BRN,0.056542651,0.05587142,0.05637153,0.057629613,0.059147716,0.516773937,0.51189158,0.513191537,0.514258684,0.515378925,0.516473826,0.517525344,0.518475763,0.519262439,0.519847332,0.521752652,0.522171943,0.519995567,0.519638195
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Cambodia,KHM,0.486188182,0.485849845,0.48562736,0.485496916,0.485291863,0.485333588,0.485558763,0.485931713,0.486383849,0.486857534,0.487141716,0.487366744,0.487595176,0.487595175,0.487662842,0.487741497,0.48783138,0.487924573,0.488218733
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,China,CHN,0.51314772,0.513176874,0.513273983,0.513383927,0.513496148,0.513599362,0.513691281,0.513771633,0.513834737,0.513874546,0.513887323,0.513869382,0.513822669,0.513751833,0.513664174,0.513565128,0.51345624,0.513336518,0.513262643
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,India,IND,0.519972615,0.523981348,0.521583645,0.521659552,0.522171358,0.522571175,0.522862356,0.523476137,0.523141571,0.523513494,0.522738244,0.522294389,0.521695592,0.529974619,0.522735742,0.519957324,0.519891675,0.519827144,0.519764636
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Indonesia,IDN,0.054582173,0.056881466,0.059582449,0.051265218,0.051672147,0.051978232,0.052379824,0.052797545,0.053192154,0.053515162,0.053735584,0.053841278,0.053844614,0.053783737,0.053753368,0.053642731,0.053648329,0.053579437,0.053561178
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Japan,JPN,0.491828618,0.498645442,0.496545878,0.49449238,0.492464688,0.494511669,0.489844883,0.489648315,0.489463914,0.489287675,0.489134589,0.489264325,0.48888998,0.488792841,0.488762736,0.488625544,0.488549137,0.488477547,0.488474879
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Lao PDR,LAO,0.497759547,0.497251455,0.496519454,0.495866147,0.49528928,0.494817751,0.494648417,0.494587176,0.494789164,0.495248122,0.495974984,0.496995383,0.498252827,0.499568587,0.057165165,0.051547656,0.05279324,0.052159756,0.052163519
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Malaysia,MYS,0.059523596,0.059952818,0.514924385,0.511123791,0.511823985,0.512562739,0.513349876,0.514158432,0.514924253,0.515476129,0.515815177,0.515896457,0.515756864,0.515473267,0.515148156,0.514855377,0.514612982,0.514424956,0.514214794
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Myanmar,MMR,0.484372523,0.484145842,0.484375471,0.483925318,0.483781135,0.483595472,0.483334543,0.483187548,0.482686778,0.482393229,0.482176719,0.482478968,0.481993947,0.481983356,0.481999277,0.481989924,0.481973326,0.481948765,0.481921314
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Philippines,PHL,0.053653662,0.053361853,0.053215229,0.05271642,0.052552356,0.052589322,0.052854814,0.053295849,0.053795578,0.054258838,0.054491538,0.054392971,0.054197217,0.053886173,0.053555757,0.05325284,0.053427887,0.052784343,0.052583426
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Singapore,SGP,0.512842343,0.511434732,0.059135752,0.056646886,0.055181219,0.055441959,0.057637126,0.511273942,0.515269242,0.518831542,0.521351759,0.52278443,0.523412465,0.523492537,0.523379244,0.523326662,0.523348825,0.523381223,0.523418746
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,South Korea,KOR,0.05173689,0.051726777,0.051732558,0.051731723,0.051798635,0.051659597,0.051547377,0.051486427,0.051258477,0.051129987,0.051456218,0.051159149,0.051275638,0.051694427,0.051835217,0.051719636,0.051264515,0.059371892,0.058311828
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Thailand,THA,0.493934178,0.493419431,0.492971596,0.49257523,0.492217519,0.491837316,0.491463314,0.491187397,0.497632354,0.494229519,0.498525929,0.489748923,0.489413868,0.489776616,0.488736845,0.488389768,0.488348787,0.487673967,0.487312954
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,United States,USA,0.492567313,0.492782912,0.492985537,0.49317134,0.493337921,0.49346198,0.493561354,0.493632153,0.493692899,0.493766519,0.493868195,0.494396624,0.494165957,0.494337371,0.494493265,0.494617788,0.49476872,0.494766177,0.494799854
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Vietnam,VNM,0.495185565,0.495161212,0.495137734,0.495146975,0.495229532,0.495498678,0.495699468,0.496797399,0.496586337,0.496929168,0.497358167,0.497688929,0.497864114,0.498893425,0.498279655,0.49847778,0.498676368,0.49886569,0.499359376
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Brunei Darussalam,BRN,0.28836,0.28348,0.27954,0.27579,0.2726,0.26837,0.26471,0.2618,0.25748,0.25392,0.2539,0.2469,0.24344,0.243,0.23668,0.23337,0.231,0.22688,0.22371
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Cambodia,KHM,0.81414,0.81297,0.8118,0.8163,0.08945,0.08826,0.0877,0.08587,0.08429,0.087,0.7976,0.79337,0.78963,0.78585,0.7821,0.77812,0.77418,0.772,0.76612
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,China,CHN,0.64123,0.6297,0.61575,0.06224,0.58856,0.57478,0.56132,0.5481,0.53461,0.5212,0.05774,0.49489,0.48235,0.46987,0.45741,0.445,0.43264,0.424,0.04848
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,India,IND,0.72333,0.7282,0.71756,0.71428,0.7197,0.07765,0.07431,0.0794,0.69754,0.69413,0.697,0.68724,0.68366,0.67997,0.67616,0.67223,0.66818,0.664,0.6597
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Indonesia,IDN,0.57998,0.57217,0.56432,0.55644,0.54851,0.5458,0.53262,0.52465,0.51665,0.05866,0.0586,0.4945,0.48724,0.4845,0.47365,0.46687,0.4611,0.45341,0.44675
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Japan,JPN,0.21351,0.021,0.18353,0.1684,0.1536,0.1422,0.12882,0.11854,0.01897,0.0111,0.09188,0.08931,0.08852,0.08774,0.08696,0.08619,0.085431,0.08465,0.08384
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Lao PDR,LAO,0.7823,0.777,0.75956,0.74874,0.73758,0.72814,0.72252,0.71684,0.7117,0.07525,0.69936,0.6934,0.68736,0.68128,0.67513,0.66892,0.66264,0.65632,0.64996
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Malaysia,MYS,0.3823,0.3778,0.36144,0.3522,0.3436,0.3346,0.32517,0.3164,0.03775,0.29925,0.2988,0.28391,0.27725,0.277,0.26423,0.25787,0.2516,0.24553,0.23964
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Myanmar,MMR,0.72975,0.72792,0.7269,0.72425,0.7224,0.7254,0.71868,0.71681,0.71493,0.7135,0.71115,0.07925,0.07734,0.07543,0.0735,0.07142,0.69918,0.69678,0.69421
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Philippines,PHL,0.53865,0.5395,0.5435,0.5412,0.5425,0.5429,0.54375,0.5446,0.54545,0.54629,0.54668,0.54478,0.54288,0.5497,0.5397,0.53716,0.53525,0.53318,0.5393
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,South Korea,KOR,0.02379,0.026,0.1971,0.19348,0.18998,0.18655,0.18472,0.18369,0.18267,0.18165,0.1864,0.1877,0.18149,0.18221,0.18293,0.18366,0.18438,0.18497,0.18541
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Thailand,THA,0.68614,0.67452,0.66266,0.6559,0.63831,0.62589,0.61327,0.065,0.58758,0.57457,0.56144,0.5532,0.54555,0.5387,0.5357,0.5236,0.51552,0.058,0.0551
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,United States,USA,0.02943,0.02766,0.02591,0.02417,0.02243,0.0272,0.1991,0.19731,0.19562,0.19394,0.19228,0.1956,0.18881,0.1871,0.18517,0.18329,0.18138,0.17942,0.17744
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Vietnam,VNM,0.75626,0.7563,0.74489,0.7398,0.73317,0.72719,0.72112,0.71496,0.07872,0.07238,0.69583,0.6892,0.68248,0.67571,0.66885,0.66191,0.6549,0.64787,0.6481
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Brunei Darussalam,BRN,0.004677598,0.003346834,0.00564833,0.005135743,0.003661549,0.002329675,0.002653883,-0.001184229,-0.002757821,-0.002172421,-0.0017249,-0.001141329,-0.007499997,-0.005871464,-0.009172563,-0.001621354,-0.002388549,-0.003274777,-0.003547154
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Cambodia,KHM,0.029366922,0.018934178,0.017113813,0.015694418,0.014769313,0.014238425,0.013852314,0.013469987,0.012834833,0.015223919,0.018356966,0.011247973,0.011579718,0.011699943,0.011482425,0.011532969,0.015759265,0.011484381,0.009592185
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,China,CHN,-0.007779359,-0.011881862,-0.014715496,-0.015956397,-0.017378332,-0.017812664,-0.018112463,-0.018774899,-0.019632156,-0.024298548,-0.021334742,-0.028424853,-0.027932137,-0.021276834,-0.021812888,-0.022424495,-0.022753523,-0.023181218,-0.024246894
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,India,IND,0.014727838,0.013811579,0.012362742,0.011933383,0.011582694,0.011116489,0.017259412,0.012959118,0.00978647,0.009252264,0.008549731,0.007863756,0.0079338,0.006418123,0.005837296,0.005337146,0.004855855,0.004355248,0.003876275
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Indonesia,IDN,-0.006849438,0.001234743,-0.002411674,-0.005736962,-0.009356412,-0.00119986,-0.001538644,-0.001838482,-0.002132412,-0.002293664,-0.002754573,-0.002991249,-0.003699112,-0.006244352,-0.001145743,-0.001743159,-0.002387646,-0.002917775,-0.003459936
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Japan,JPN,-0.004211265,-0.062456912,-0.084113825,-0.086362794,-0.089513596,-0.091453571,-0.084162814,-0.08216489,-0.083693626,-0.084927985,-0.085665594,-0.032222331,-0.014824227,-0.012933583,-0.012565647,-0.009955316,-0.01972318,-0.018172563,-0.011641594
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Lao PDR,LAO,0.004177275,0.002896112,0.001653815,0.007194622,0.002125449,0.002796153,0.008537932,0.008879224,0.008875738,0.008511221,0.007833594,0.007651547,0.006411217,0.006215824,0.005873685,0.005916612,0.005976826,0.005952933,0.005742543
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Malaysia,MYS,-0.008717833,-0.003212379,-0.004673241,-0.005847643,-0.006576295,-0.006932546,-0.007263851,-0.007748994,-0.008657924,-0.009851657,-0.011458323,-0.008673544,-0.009281188,-0.012172384,-0.017863832,-0.019148881,-0.011363758,-0.018194346,-0.017563233
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Myanmar,MMR,0.009149426,0.008249142,0.007533778,0.006784883,0.006365143,0.005327263,0.004562845,0.003872916,0.003564989,0.003769898,0.004281739,0.004998555,0.005566481,0.005793677,0.005487445,0.004659356,0.003696573,0.002911352,0.002389696
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Philippines,PHL,0.023169693,0.022928197,0.022593513,0.022921217,0.021342827,0.024656387,0.01951677,0.018673317,0.018159194,0.018373988,0.017374777,0.013436563,0.013547532,0.013396342,0.012948538,0.012244249,0.011512474,0.015879233,0.00973245
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,South Korea,KOR,-0.003268678,-0.00814755,-0.012278871,-0.012897849,-0.014292248,-0.016995142,-0.004661847,-0.005392891,0.002249655,-0.004527394,-0.005933587,0.008499323,0.009232158,0.008511578,0.012251167,0.00925556,0.007881213,0.006446738,0.007129268
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Thailand,THA,0.004385152,-0.007861322,-0.009434272,-0.019634195,-0.012178682,-0.013194581,-0.014328785,-0.015443463,-0.016491989,-0.017355745,-0.018229265,-0.013111693,-0.008972198,-0.009267766,-0.009728344,-0.012342172,-0.017895385,-0.011242277,-0.011699377
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,United States,USA,-0.003811356,0.001499783,0.008152312,0.001863833,0.006959939,0.007338981,0.001867283,0.009315792,0.008565726,0.001413321,-0.003177228,-0.001785364,-0.001953225,-0.002711386,-0.002612592,-0.002898319,-0.003386252,-0.004554781,-0.005873525
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Vietnam,VNM,0.003666134,0.002886534,0.002837327,0.001535748,0.001177392,0.001356845,0.00936649,0.008549526,0.008321357,0.008827982,0.006323541,0.006491796,0.006221872,0.005648413,0.003362459,0.009389733,-0.003241761,-0.006145323,-0.001298788
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Brunei Darussalam,BRN,0.049529883,0.052595367,0.051776294,0.053369999,0.055999928,0.056643433,0.05836,0.061999855,0.061799998,0.062811373,0.064668186,0.067138147,0.069182213,0.071491553,0.072957629,0.075588774,0.079559999,0.085319996,0.084823595
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Cambodia,KHM,0.911869965,0.093536622,0.888649979,0.875521953,0.861389999,0.845589982,0.829769974,0.812882142,0.795339966,0.777819977,0.763679962,0.735279999,0.697639999,0.661989975,0.613675798,0.577299912,0.58375,0.584197656,0.584211434
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,China,CHN,0.681911597,0.672216714,0.662799988,0.653161893,0.64358179,0.633569984,0.623429986,0.613171343,0.064242725,0.593815188,0.583187935,0.572869988,0.562669983,0.552121854,0.541619988,0.531161129,0.526399918,0.514161743,0.499599998
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,India,IND,0.098649979,0.095719986,0.092732625,0.899523479,0.896352136,0.893152442,0.889682319,0.886159973,0.882799988,0.879122564,0.875391465,0.855179977,0.832429962,0.822853662,0.812899823,0.082322258,0.791399994,0.781213624,0.768379974
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Indonesia,IDN,0.718432319,0.696399674,0.695199966,0.079122563,0.073536622,0.664242725,0.658152442,0.673318316,0.672659988,0.668314389,0.655559998,0.63669993,0.614298545,0.063829994,0.06358179,0.584481862,0.589799957,0.583569984,0.591231986
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Japan,JPN,0.186899925,0.175419998,0.16698,0.161749992,0.1579,0.153452673,0.141239996,0.136129999,0.129493586,0.123921984,0.118269997,0.113313286,0.017226729,0.013878392,0.011899996,0.09718412,0.09146,0.088954578,0.086969918
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Lao PDR,LAO,0.932818316,0.928679962,0.924856135,0.921399628,0.916921343,0.912819977,0.09858179,0.094442441,0.095996741,0.895579987,0.898318316,0.889159155,0.887481986,0.885671343,0.883939972,0.882221227,0.884399872,0.878659973,0.876924415
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Malaysia,MYS,0.235639992,0.231491679,0.227622888,0.225524578,0.232999992,0.215419998,0.218859997,0.227216714,0.211282594,0.217159996,0.214699959,0.021369991,0.229242725,0.256399918,0.248969994,0.277999146,0.265413662,0.262889996,0.264999924
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Myanmar,MMR,0.733821416,0.725353662,0.722326245,0.714169998,0.077882142,0.071371376,0.694629974,0.687929993,0.682429962,0.676352136,0.669561282,0.664424415,0.658432319,0.65199997,0.646722584,0.646335439,0.636316812,0.638399963,0.625413662
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Philippines,PHL,0.492179986,0.517299912,0.521361587,0.059729996,0.492745776,0.053969994,0.499129982,0.489981986,0.487739983,0.482529984,0.471571495,0.469771192,0.456619988,0.444211434,0.449169998,0.43382,0.421454578,0.046829987,0.399119988
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Singapore,SGP,0.093345134,0.093899957,0.093219996,0.094335176,0.09599,0.098141962,0.013259399,0.099442441,0.097939997,0.097959995,0.093945346,0.012449999,0.01566,0.01257,0.097913662,0.089879999,0.095197349,0.093197349,0.091378392
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,South Korea,KOR,0.384729996,0.376316812,0.365245776,0.344442442,0.333871376,0.329399933,0.322799988,0.312393244,0.034349995,0.288122747,0.27529995,0.263799992,0.259651526,0.252532594,0.245289993,0.235359993,0.227469998,0.228129997,0.226175798
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Thailand,THA,0.618499985,0.599119988,0.065251526,0.596593967,0.568479996,0.571593967,0.57229989,0.574211434,0.572669983,0.564869995,0.567356135,0.585349999,0.591231986,0.562121854,0.532769766,0.521769981,0.512589989,0.056431556,0.515999985
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,United States,USA,0.062741678,0.062214114,0.06326485,0.061149998,0.067499989,0.059251973,0.059469918,0.058271411,0.055591526,0.056421984,0.055831832,0.054997248,0.055892257,0.055717166,0.053639998,0.052589998,0.051599998,0.05277,0.051691488
"Self-Employed, Female (% Of Female Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.FE.ZS,Vietnam,VNM,0.845818316,0.825459976,0.828871376,0.819649963,0.789424415,0.773314389,0.757991553,0.744298545,0.733142997,0.724421343,0.721899719,0.713999756,0.078884883,0.076119995,0.694459992,0.658142997,0.642573784,0.623199997,0.619959984
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Brunei Darussalam,BRN,0.06632,0.067168186,0.068179998,0.06954,0.071279998,0.073189998,0.074489999,0.075949998,0.078415259,0.079721227,0.081561373,0.083661755,0.085559998,0.087959995,0.097299995,0.095114449,0.096227466,0.091891297,0.091739998
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Cambodia,KHM,0.81399823,0.799281439,0.789799713,0.778161893,0.766533569,0.751636622,0.737129974,0.722679977,0.078745493,0.698292384,0.655671343,0.656335439,0.59483179,0.552719994,0.51919993,0.474199982,0.442773242,0.437551681,0.43257
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,China,CHN,0.573415259,0.565999963,0.55851174,0.551189995,0.54375,0.536589465,0.529576294,0.5225,0.514512136,0.057356135,0.055535176,0.493466714,0.486361587,0.479581832,0.472899823,0.466911597,0.459576294,0.453699927,0.446669998
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,India,IND,0.825699997,0.826817898,0.826669998,0.826384883,0.826169968,0.825951227,0.824739992,0.82359116,0.823413418,0.822999985,0.826879346,0.815485449,0.799943296,0.794369965,0.788519974,0.782519989,0.776429977,0.775599976,0.764672869
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Indonesia,IDN,0.643699927,0.067929993,0.066921343,0.624329987,0.068815188,0.593397194,0.58811824,0.582899963,0.579411893,0.579379997,0.569576294,0.537239992,0.058171343,0.495419998,0.489739992,0.464233357,0.467579994,0.466279984,0.47226174
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Japan,JPN,0.157551145,0.153921984,0.151549997,0.158829755,0.151116135,0.15159998,0.143549155,0.144136622,0.138624654,0.135813286,0.133129997,0.129372747,0.125719918,0.123683518,0.123122747,0.127499989,0.116719999,0.115959997,0.115369997
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Lao PDR,LAO,0.841613113,0.837592686,0.833721648,0.829383544,0.824981986,0.822515259,0.815521953,0.816713428,0.085739975,0.088112817,0.795531439,0.789812876,0.783889999,0.777659988,0.771371376,0.765121376,0.758899674,0.752443296,0.746997925
"Self-Employed, Male (% Of Male Employment) (Modeled Ilo Estimate)",SL.EMP.SELF.MA.ZS,Malaysia,MYS,0.269559994,0.253729992,0.235769997,0.244335176,0.265339465,0.261161352,0.277811373,0.273799992,0.276799953,0.273765613,0.271739998,0.249613733,0.261212899,0.259669995,0.243889999,0.255139999,0.256399918,0.252499962,0.249721227
