indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Population Growth (Annual %),SP.POP.GROW,South Korea,KOR,0.836188643,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.525199945,0.552343292,0.759316682,0.514682828,0.498225844,0.768971759,0.525713666,0.455218622,0.628149861,0.527288497,0.396851823,0.289681832,0.475334414
Population Growth (Annual %),SP.POP.GROW,Thailand,THA,1.444241296,0.927424589,0.835119572,0.74765587,0.687692823,0.645482185,0.645784568,0.559919814,0.525822896,0.53541623,0.489692572,0.486333824,0.469256869,0.453871633,0.438427223,0.421571793,0.373525871,0.345238362,0.315448259
Population Growth (Annual %),SP.POP.GROW,United States,USA,1.112768997,0.989741382,0.927797486,0.859481713,0.925483969,0.921713167,0.964253917,0.951552428,0.945865287,0.876651299,0.827846417,0.721768867,0.727268997,0.686773156,0.727517696,0.736411782,0.716669413,0.631789324,0.522337358
Population Growth (Annual %),SP.POP.GROW,Vietnam,VNM,1.143444774,1.358989738,0.976367893,0.936612657,0.925972385,0.922547993,0.931889277,0.943393568,0.959824685,0.97942427,1.121994537,1.223479555,1.424772235,1.534615642,1.534795537,1.439622746,1.322866225,1.177962724,0.992716375
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Brunei Darussalam,BRN,49.34957349,49.41285813,49.36284717,49.23739868,49.85228442,48.93922966,48.81842524,48.68984639,48.57413196,48.46217517,48.35269174,48.24746563,48.15249237,48.73756114,48.15266836,47.98247348,47.97982857,48.49943343,48.36185297
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Cambodia,KHM,51.39981182,51.41515593,51.43726495,51.45938428,51.47813666,51.46664125,51.4441294,51.46828664,51.3619616,51.31942466,51.28598284,51.26332565,51.24948236,51.2448254,51.23371584,51.22589528,51.21686252,51.27542713,51.19798127
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,China,CHN,48.68952284,48.68231264,48.67269176,48.66167933,48.65385926,48.64637799,48.63871888,48.62283673,48.61652628,48.61254544,48.61129678,48.613618,48.61773314,48.62481668,48.63358264,48.64348716,48.65437964,48.66634818,48.67937396
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,India,IND,48.29738489,47.99618966,47.98941636,47.98344477,47.97828642,47.97428982,47.97137644,47.96952399,47.96895843,47.96994866,47.97261756,47.97756176,47.98344836,47.99253812,47.99726994,48.42675829,48.18932519,48.17285957,48.23539643
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Indonesia,IDN,49.95417983,49.93118534,49.94175571,49.87347825,49.83927853,49.8217683,49.76217645,49.72245453,49.68784694,49.64848376,49.62644163,49.61598792,49.61553858,49.62162633,49.62946963,49.63572969,49.63959167,49.64256289,49.64388219
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Japan,JPN,5.891997194,5.913545585,5.934541217,5.95576241,5.975353129,5.995488336,51.15511739,51.35168554,51.53968618,51.71232469,51.86541137,51.99735697,51.11124494,51.12715886,51.12939726,51.13749496,51.14598693,51.15224593,51.15925913
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Lao PDR,LAO,5.224452648,5.279485447,5.348546252,5.419338526,5.47991722,5.519822486,5.539515829,5.541282938,5.521836449,5.475187852,5.425158115,5.346172433,5.174791726,5.431412584,49.92834835,49.84523435,49.79926767,49.7842944,49.78936486
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Malaysia,MYS,49.47699441,49.47182276,48.95795615,48.8876299,48.81769153,48.74372665,48.66591925,48.5841568,48.59757477,48.45238719,48.41848923,48.41395435,48.42431363,48.45267335,48.48518442,48.51446923,48.53879189,48.55975944,48.57852582
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Myanmar,MMR,51.56274769,51.58541584,51.59962453,51.69746821,51.62198865,51.64452772,51.66654568,51.69812452,51.73132225,51.76679713,51.78239286,51.79529913,51.89653389,51.81696444,51.89723991,51.8197963,51.82667382,51.85192939,51.8789687
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Philippines,PHL,49.63463382,49.66381467,49.69784776,49.72835839,49.74476495,49.74167755,49.71451896,49.67415647,49.62442267,49.57994912,49.55984623,49.56728516,49.58278342,49.61138268,49.64494243,49.67471692,49.69957211,49.72156569,49.74165739
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Singapore,SGP,48.71576958,48.85652968,49.89649248,49.33531143,49.4818787,49.45589478,49.23628974,48.87926582,48.47375771,48.11684583,47.86489241,47.72159572,47.65875359,47.65746315,47.66275695,47.66793338,47.66511751,47.66187776,47.65812546
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,South Korea,KOR,49.82631148,49.82732233,49.82697442,49.82682773,49.82913966,49.83494347,49.84526226,49.85913579,49.87415228,49.88712534,49.89543782,49.89849851,49.89724363,49.89395579,49.89169478,49.89283639,49.8979355,49.96281834,49.91688179
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Thailand,THA,5.665821959,5.658568622,5.728444758,5.742477947,5.779824813,5.816926984,5.853668617,5.889126931,5.923676459,5.957749812,5.991497471,51.25197748,51.58613167,51.92233845,51.12631955,51.16123189,51.19651992,51.23263317,51.26874615
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,United States,USA,5.743268683,5.721788268,5.714462636,5.682986644,5.666992979,5.653821298,5.643896456,5.636784714,5.637112359,5.623348137,5.613189529,5.599633796,5.583449276,5.566296286,5.556734729,5.538221168,5.529312826,5.523382274,5.521465391
"Population, Female (% Of Total Population)",SP.POP.TOTL.FE.ZS,Vietnam,VNM,5.481443526,5.483878998,5.486226637,5.485325425,5.477467759,5.459132185,5.435324723,5.392266962,5.349139663,5.378932195,5.269941833,5.239117137,5.213588962,5.191996575,5.172394466,5.152222995,5.132363225,5.113431472,5.964962419
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Brunei Darussalam,BRN,5.654265141,5.587141987,5.637152983,5.762961325,5.914771558,51.67739374,51.18915795,51.31915366,51.4258684,51.53789248,51.64738264,51.75253437,51.84757625,51.9262439,51.9847332,52.17526524,52.21719427,51.99955666,51.96381947
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Cambodia,KHM,48.61881823,48.58498447,48.56273595,48.54969158,48.52918633,48.53335875,48.55587626,48.59317134,48.63838494,48.68575339,48.71417162,48.73667436,48.75951764,48.75951746,48.76628416,48.77414972,48.78313795,48.79245729,48.82187332
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,China,CHN,51.31477196,51.31768736,51.32739829,51.33839267,51.34961475,51.35993623,51.36912811,51.37716327,51.38347372,51.38745456,51.38873225,51.38693824,51.3822669,51.37518332,51.36641736,51.35651284,51.34562396,51.33365182,51.32626427
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,India,IND,51.99726151,52.39813475,52.15836445,52.16595524,52.21713579,52.25711752,52.28623561,52.34761366,52.31415713,52.35134938,52.27382435,52.22943892,52.16955916,52.99746189,52.27357418,51.99573242,51.98916748,51.98271444,51.97646357
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Indonesia,IDN,5.45821734,5.688146631,5.958244929,5.126521796,5.167214679,5.197823175,5.237982355,5.279754547,5.319215364,5.351516243,5.373558373,5.38412784,5.384461425,5.378373667,5.375336844,5.364273134,5.364832893,5.357943711,5.356117812
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Japan,JPN,49.18286182,49.86454415,49.65458783,49.44923796,49.24646879,49.45116694,48.98448826,48.96483145,48.94639138,48.92876753,48.91345886,48.92643252,48.88899796,48.87928411,48.87627364,48.86255444,48.85491374,48.84775465,48.84748789
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Lao PDR,LAO,49.77595474,49.72514553,49.65194538,49.58661474,49.52892798,49.48177514,49.46484171,49.45871762,49.47891636,49.52481215,49.59749842,49.69953828,49.82528274,49.95685874,5.716516538,5.154765649,5.279323993,5.215975618,5.216351938
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Malaysia,MYS,5.952359585,5.995281772,51.49243854,51.11237913,51.18239847,51.25627394,51.33498759,51.41584324,51.49242529,51.54761287,51.58151768,51.58964565,51.5756864,51.54732665,51.51481558,51.48553772,51.46129818,51.4424956,51.42147942
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Myanmar,MMR,48.43725231,48.4145842,48.43754714,48.39253179,48.37811349,48.35954723,48.33345432,48.31875484,48.26867775,48.23932287,48.21767194,48.24789676,48.19939466,48.19833556,48.1999277,48.19899237,48.19733262,48.19487654,48.1921314
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Philippines,PHL,5.365366176,5.336185334,5.321522945,5.271641962,5.255235579,5.258932245,5.285481369,5.329584935,5.379557793,5.425883761,5.449153778,5.439297148,5.419721658,5.388617322,5.355575682,5.325283985,5.342788724,5.278434313,5.258342615
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Singapore,SGP,51.28423425,51.14347316,5.913575225,5.664688572,5.518121939,5.544195922,5.763712585,51.12739418,51.52692423,51.8831542,52.13517588,52.27844298,52.34124646,52.34925369,52.33792435,52.33266616,52.33488249,52.33812225,52.34187459
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,South Korea,KOR,5.173688952,5.172677671,5.173255768,5.173172275,5.179863493,5.165959653,5.154737736,5.148642681,5.125847716,5.112998747,5.145621816,5.115914854,5.127563791,5.169442737,5.183521651,5.171963614,5.126451485,5.937189166,5.831182792
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Thailand,THA,49.39341784,49.34194314,49.29715955,49.25752295,49.22175187,49.18373158,49.14633138,49.11873969,49.76323541,49.42295188,49.85259287,48.9748923,48.94138683,48.97766155,48.87368448,48.83897682,48.83487874,48.76739668,48.73129539
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,United States,USA,49.25673132,49.27829117,49.29855374,49.31713396,49.33379212,49.34619799,49.35613544,49.36321529,49.3692899,49.37665186,49.38681947,49.43966243,49.41659572,49.43373714,49.44932653,49.46177883,49.47687197,49.47661773,49.47998535
"Population, Male (% Of Total Population)",SP.POP.TOTL.MA.ZS,Vietnam,VNM,49.51855647,49.5161212,49.51377336,49.51469746,49.52295322,49.54986782,49.56994675,49.67973993,49.65863369,49.69291678,49.73581674,49.76889287,49.7864114,49.8893425,49.82796553,49.84777795,49.86763677,49.88656895,49.93593758
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Brunei Darussalam,BRN,28.836,28.348,27.954,27.579,27.26,26.837,26.471,26.18,25.748,25.392,25.39,24.69,24.344,24.3,23.668,23.337,23.1,22.688,22.371
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Cambodia,KHM,81.414,81.297,81.18,81.63,8.945,8.826,8.77,8.587,8.429,8.7,79.76,79.337,78.963,78.585,78.21,77.812,77.418,77.2,76.612
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,China,CHN,64.123,62.97,61.575,6.224,58.856,57.478,56.132,54.81,53.461,52.12,5.774,49.489,48.235,46.987,45.741,44.5,43.264,42.4,4.848
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,India,IND,72.333,72.82,71.756,71.428,71.97,7.765,7.431,7.94,69.754,69.413,69.7,68.724,68.366,67.997,67.616,67.223,66.818,66.4,65.97
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Indonesia,IDN,57.998,57.217,56.432,55.644,54.851,54.58,53.262,52.465,51.665,5.866,5.86,49.45,48.724,48.45,47.365,46.687,46.11,45.341,44.675
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Japan,JPN,21.351,2.1,18.353,16.84,15.36,14.22,12.882,11.854,1.897,1.11,9.188,8.931,8.852,8.774,8.696,8.619,8.5431,8.465,8.384
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Lao PDR,LAO,78.23,77.7,75.956,74.874,73.758,72.814,72.252,71.684,71.17,7.525,69.936,69.34,68.736,68.128,67.513,66.892,66.264,65.632,64.996
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Malaysia,MYS,38.23,37.78,36.144,35.22,34.36,33.46,32.517,31.64,3.775,29.925,29.88,28.391,27.725,27.7,26.423,25.787,25.16,24.553,23.964
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Myanmar,MMR,72.975,72.792,72.69,72.425,72.24,72.54,71.868,71.681,71.493,71.35,71.115,7.925,7.734,7.543,7.35,7.142,69.918,69.678,69.421
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Philippines,PHL,53.865,53.95,54.35,54.12,54.25,54.29,54.375,54.46,54.545,54.629,54.668,54.478,54.288,54.97,53.97,53.716,53.525,53.318,53.93
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Singapore,SGP,,,,,,,,,,,,,,,,,,,
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,South Korea,KOR,2.379,2.6,19.71,19.348,18.998,18.655,18.472,18.369,18.267,18.165,18.64,18.77,18.149,18.221,18.293,18.366,18.438,18.497,18.541
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Thailand,THA,68.614,67.452,66.266,65.59,63.831,62.589,61.327,6.5,58.758,57.457,56.144,55.32,54.555,53.87,53.57,52.36,51.552,5.8,5.51
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,United States,USA,2.943,2.766,2.591,2.417,2.243,2.72,19.91,19.731,19.562,19.394,19.228,19.56,18.881,18.71,18.517,18.329,18.138,17.942,17.744
Rural Population (% Of Total Population),SP.RUR.TOTL.ZS,Vietnam,VNM,75.626,75.63,74.489,73.98,73.317,72.719,72.112,71.496,7.872,7.238,69.583,68.92,68.248,67.571,66.885,66.191,65.49,64.787,64.81
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Brunei Darussalam,BRN,0.467759791,0.334683428,0.564832983,0.513574311,0.366154855,0.232967452,0.265388312,-0.118422948,-0.275782132,-0.217242136,-0.172489955,-0.114132869,-0.749999722,-0.587146356,-0.917256334,-0.162135434,-0.238854852,-0.327477688,-0.35471543
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Cambodia,KHM,2.936692214,1.89341779,1.711381283,1.569441829,1.476931296,1.423842458,1.385231392,1.346998737,1.283483251,1.522391853,1.835696619,1.124797317,1.157971795,1.169994279,1.14824252,1.153296873,1.575926456,1.148438129,0.959218467
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,China,CHN,-0.777935943,-1.188186246,-1.471549636,-1.595639682,-1.737833182,-1.781266363,-1.811246349,-1.877489851,-1.963215618,-2.429854837,-2.133474239,-2.842485332,-2.79321369,-2.127683358,-2.181288765,-2.242449489,-2.275352297,-2.318121772,-2.424689426
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,India,IND,1.472783769,1.381157914,1.236274196,1.193338336,1.158269368,1.111648885,1.725941177,1.295911794,0.978646967,0.925226431,0.854973148,0.786375592,0.793379954,0.641812294,0.583729581,0.533714565,0.48558549,0.435524849,0.387627536
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Indonesia,IDN,-0.684943822,0.12347434,-0.241167369,-0.57369624,-0.935641159,-0.119985968,-0.15386435,-0.183848225,-0.213241157,-0.229366425,-0.275457325,-0.299124917,-0.369911229,-0.624435177,-0.114574256,-0.174315882,-0.238764575,-0.291777457,-0.345993588
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Japan,JPN,-0.421126451,-6.245691169,-8.411382537,-8.636279448,-8.951359567,-9.145357118,-8.416281442,-8.216488965,-8.369362562,-8.492798525,-8.566559435,-3.222233128,-1.482422665,-1.293358264,-1.256564738,-0.995531554,-1.972317977,-1.817256276,-1.164159378
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Lao PDR,LAO,0.417727524,0.289611172,0.165381454,0.719462152,0.212544854,0.279615254,0.853793194,0.887922395,0.887573813,0.851122115,0.783359374,0.76515465,0.641121692,0.621582378,0.587368459,0.591661176,0.597682648,0.595293336,0.574254295
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Malaysia,MYS,-0.871783299,-0.321237863,-0.467324137,-0.584764262,-0.657629523,-0.693254614,-0.726385115,-0.774899416,-0.865792433,-0.985165739,-1.145832338,-0.867354367,-0.928118821,-1.217238386,-1.786383244,-1.914888148,-1.136375754,-1.819434615,-1.756323292
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Myanmar,MMR,0.914942582,0.824914213,0.753377845,0.67848834,0.636514262,0.532726342,0.456284546,0.387291634,0.356498923,0.376989778,0.428173866,0.49985553,0.556648124,0.579367731,0.548744488,0.465935581,0.369657278,0.291135247,0.23896963
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Philippines,PHL,2.316969339,2.292819734,2.259351347,2.292121692,2.134282717,2.465638693,1.951676971,1.867331689,1.815919376,1.837398847,1.737477719,1.343656258,1.354753162,1.339634234,1.294853828,1.224424946,1.151247362,1.587923318,0.973244953
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Singapore,SGP,,,,,,,,,,,,,,,,,,,
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,South Korea,KOR,-0.326867847,-0.814754957,-1.227887139,-1.289784852,-1.429224799,-1.699514193,-0.466184729,-0.539289137,0.224965519,-0.452739416,-0.593358722,0.849932255,0.923215784,0.851157799,1.225116677,0.925555979,0.78812127,0.644673758,0.712926786
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Thailand,THA,0.438515229,-0.786132235,-0.943427164,-1.963419541,-1.217868162,-1.319458135,-1.432878468,-1.544346316,-1.649198895,-1.735574493,-1.822926462,-1.311169349,-0.897219835,-0.926776569,-0.972834447,-1.234217224,-1.789538482,-1.124227738,-1.169937725
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,United States,USA,-0.381135643,0.149978275,0.81523118,0.186383289,0.695993923,0.733898149,0.186728337,0.93157917,0.856572616,0.141332146,-0.31772279,-0.178536411,-0.195322495,-0.271138569,-0.261259249,-0.289831865,-0.338625198,-0.455478127,-0.587352525
Rural Population Growth (Annual %),SP.RUR.TOTL.ZG,Vietnam,VNM,0.366613364,0.288653365,0.283732651,0.153574752,0.117739217,0.135684547,0.93664897,0.854952569,0.832135675,0.882798224,0.632354135,0.649179645,0.62218723,0.564841319,0.336245947,0.938973335,-0.324176136,-0.614532273,-0.129878843
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Brunei Darussalam,BRN,4.95298834,5.259536743,5.177629395,5.336999893,5.599992753,5.664343323,5.835999966,6.199985542,6.179999828,6.281137329,6.46681864,6.713814697,6.918221252,7.149155273,7.29576294,7.558877384,7.955999851,8.531999588,8.482359522
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Cambodia,KHM,91.18699646,9.353662194,88.86499786,87.55219531,86.13899994,84.55899818,82.97699738,81.28821416,79.53399658,77.78199769,76.36799622,73.52799988,69.76399994,66.1989975,61.36757983,57.72999115,58.375,58.41976563,58.42114343
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,China,CHN,68.19115967,67.22167139,66.27999878,65.31618929,64.35817898,63.35699844,62.34299855,61.31713428,6.424272461,59.3815188,58.31879346,57.28699875,56.26699829,55.21218537,54.16199875,53.11611292,52.63999176,51.41617432,49.95999984
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,India,IND,9.864997864,9.571998596,9.273262451,89.95234794,89.63521362,89.31524415,88.96823193,88.61599731,88.27999878,87.91225635,87.53914648,85.51799774,83.24299622,82.28536622,81.2899823,8.232225838,79.13999939,78.12136235,76.83799744
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Indonesia,IDN,71.84323193,69.63996741,69.51999664,7.912256348,7.353662194,66.42427246,65.81524415,67.33183155,67.26599884,66.83143885,65.55599976,63.66999299,61.42985449,6.382999422,6.358178984,58.44818616,58.97999573,58.35699844,59.12319863
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Japan,JPN,18.68999252,17.54199982,16.69799995,16.17499924,15.78999996,15.34526729,14.1239996,13.61299992,12.94935858,12.39219836,11.82699966,11.33132864,1.72267288,1.387839233,1.189999584,9.718411987,9.145999984,8.895457764,8.696991821
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Lao PDR,LAO,93.28183155,92.86799622,92.48561352,92.13996277,91.69213428,91.28199769,9.858178984,9.444244146,9.599674116,89.55799866,89.83183155,88.91591553,88.74819863,88.56713428,88.39399719,88.22212273,88.43998718,87.86599731,87.69244146
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Malaysia,MYS,23.56399918,23.14916785,22.76228882,22.55245776,23.29999924,21.54199982,21.88599968,22.72167139,21.1282594,21.71599963,21.46999588,2.136999132,22.92427246,25.63999176,24.89699936,27.79991456,26.54136622,26.28899956,26.49999238
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Myanmar,MMR,73.38214162,72.53536622,72.23262451,71.41699982,7.788214162,7.137137598,69.46299744,68.79299927,68.24299622,67.63521362,66.95612817,66.44244146,65.84323193,65.19999695,64.67225838,64.63354391,63.63168115,63.83999634,62.54136622
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Philippines,PHL,49.21799855,51.72999115,52.13615869,5.972999573,49.27457764,5.396999359,49.9129982,48.99819863,48.77399826,48.25299835,47.15714954,46.97711919,45.66199875,44.42114343,44.91699982,43.38199997,42.14545776,4.682998657,39.91199875
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Singapore,SGP,9.334513428,9.389995651,9.32199955,9.433517578,9.598999977,9.814196167,1.32593994,9.944244146,9.793999672,9.795999527,9.394534576,1.244999886,1.565999985,1.256999969,9.791366219,8.987999917,9.51973486,9.31973486,9.137839233
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,South Korea,KOR,38.47299957,37.63168115,36.52457764,34.44424415,33.3871376,32.93999329,32.27999878,31.23932435,3.434999466,28.81227466,27.52999496,26.37999917,25.96515259,25.2532594,24.52899933,23.5359993,22.74699975,22.81299973,22.61757983
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Thailand,THA,61.84999845,59.91199875,6.525152588,59.65939673,56.84799957,57.15939673,57.22998898,57.42114343,57.26699829,56.48699951,56.73561352,58.53499985,59.12319863,56.21218537,53.27697656,52.17699814,51.25899888,5.64315564,51.59999847
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,United States,USA,6.274167847,6.221411438,6.326484985,6.114999771,6.749998927,5.925197349,5.946991821,5.827141144,5.559152588,5.642198364,5.583183155,5.499724793,5.589225671,5.571716614,5.363999844,5.258999825,5.159999847,5.276999955,5.169148773
"Self-Employed, Female (% Of Female Employment) (Modeled ILO Estimate)",SL.EMP.SELF.FE.ZS,Vietnam,VNM,84.58183155,82.54599762,82.8871376,81.96499634,78.94244146,77.33143885,75.79915527,74.42985449,73.31429972,72.44213428,72.18997192,71.39997559,7.888488281,7.611999512,69.44599915,65.81429972,64.25737842,62.31999969,61.99599838
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Brunei Darussalam,BRN,6.631999969,6.71681864,6.81799984,6.953999996,7.127999783,7.318999767,7.448999882,7.594999792,7.841525879,7.972122731,8.156137329,8.366175477,8.555999756,8.795999527,9.729999542,9.51144492,9.622746582,9.1891297,9.173999786
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Cambodia,KHM,81.399823,79.92814389,78.97997131,77.81618929,76.65335693,75.16366219,73.71299744,72.26799774,7.874549316,69.82923837,65.56713428,65.63354391,59.48317898,55.27199936,51.91999299,47.41999817,44.27732422,43.75516812,43.25699997
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,China,CHN,57.34152588,56.59999633,55.85117395,55.11899948,54.375,53.65894645,52.9576294,52.25,51.45121362,5.735613516,5.55351758,49.34667139,48.63615869,47.95818316,47.2899823,46.69115967,45.9576294,45.36999265,44.66699982
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,India,IND,82.56999969,82.68178984,82.66699982,82.63848828,82.61699677,82.59512273,82.47399923,82.35911597,82.3413418,82.29999845,82.68793457,81.54854492,79.99432959,79.43699646,78.85199738,78.25199891,77.64299774,77.55999756,76.46728687
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Indonesia,IDN,64.36999265,6.792999268,6.692134277,62.43299866,6.881518799,59.33971942,58.81182397,58.28999634,57.94118929,57.93799973,56.9576294,53.72399923,5.817134277,49.54199982,48.97399923,46.42333569,46.75799942,46.62799835,47.22617395
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Japan,JPN,15.75511445,15.39219836,15.15499973,15.88297546,15.11161352,15.15999795,14.35491553,14.41366219,13.86246539,13.58132864,13.31299973,12.93727466,12.57199182,12.36835176,12.31227466,12.74999893,11.67199993,11.59599972,11.53699972
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Lao PDR,LAO,84.16131128,83.75926855,83.37216479,82.93835439,82.49819863,82.25152588,81.55219531,81.67134277,8.573997498,8.811281738,79.55314389,78.98128762,78.38899994,77.76599884,77.1371376,76.5121376,75.88996741,75.24432959,74.69979248
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Malaysia,MYS,26.95599937,25.37299919,23.57699966,24.43351758,26.53394645,26.11613516,27.78113733,27.37999917,27.67999527,27.37656128,27.17399979,24.96137329,26.12128992,25.96699954,24.38899994,25.51399994,25.63999176,25.24999619,24.97212273
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Myanmar,MMR,75.54199982,74.95996399,74.33143885,73.57923837,72.82734794,72.1499939,71.18699646,7.358178984,69.51999664,68.67299653,67.92719531,67.41321416,66.77799988,66.68793457,65.37216479,64.68399818,64.83234863,63.33499984,62.69599915
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Philippines,PHL,49.31299973,5.488998414,5.719985352,49.94599915,47.71218537,49.59152588,48.92427246,47.83318316,47.4469986,46.26115869,45.41617432,43.86516785,41.56137329,4.38999939,4.859115967,39.47122731,36.48199844,36.1499939,34.37699891
"Self-Employed, Male (% Of Male Employment) (Modeled ILO Estimate)",SL.EMP.SELF.MA.ZS,Singapore,SGP,19.18727466,19.18499947,18.85692686,18.54899979,19.54899979,19.38999557,18.5,18.96999931,18.67985449,18.24999619,17.92333569,18.29999845,18.56553458,18.11386975,17.99583923,17.54899979,17.74954932,18.43415259,17.52599969
